,description,category
"('macv_p_ss_fs', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('macv_p_ss_fs', 'baseline_year_1_arm_1')",,Social Adjustment
"('macv_p_ss_fo', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('macv_p_ss_fo', 'baseline_year_1_arm_1')",,Social Adjustment
"('macv_p_ss_isr', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('macv_p_ss_isr', 'baseline_year_1_arm_1')",,Social Adjustment
"('macv_p_ss_fr', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('macv_p_ss_fr', 'baseline_year_1_arm_1')",,Social Adjustment
"('macv_p_ss_r', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('macv_p_ss_r', 'baseline_year_1_arm_1')",,Social Adjustment
"('psb_p_ss_mean', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('psb_p_ss_mean', 'baseline_year_1_arm_1')",,Social Adjustment
"('lmt_scr_perc_correct', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('lmt_scr_perc_wrong', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('lmt_scr_avg_rt', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('lmt_scr_rt_correct', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('lmt_scr_rt_wrong', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('lmt_scr_correct_rt_stimtype1', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('lmt_scr_correct_rt_stimtype2', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('lmt_scr_correct_rt_stimtype7', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('lmt_scr_correct_rt_stimtype8', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('pea_wiscv_item_6_rs', 'baseline_year_1_arm_1')",,Cognitive Capacity
"('pea_wiscv_item_12_rs', 'baseline_year_1_arm_1')",,Cognitive Capacity
"('pea_wiscv_item_13_rs', 'baseline_year_1_arm_1')",,Cognitive Capacity
"('pea_wiscv_item_14_rs', 'baseline_year_1_arm_1')",,Cognitive Capacity
"('pea_wiscv_item_15_rs', 'baseline_year_1_arm_1')",,Cognitive Capacity
"('pea_wiscv_item_16_rs', 'baseline_year_1_arm_1')",,Cognitive Capacity
"('pea_wiscv_item_17_rs', 'baseline_year_1_arm_1')",,Cognitive Capacity
"('pea_wiscv_item_18_rs', 'baseline_year_1_arm_1')",,Cognitive Capacity
"('pea_wiscv_item_19_rs', 'baseline_year_1_arm_1')",,Cognitive Capacity
"('devhx_ss_8_cigs_per_day_p', 'baseline_year_1_arm_1')",,Medical History
"('devhx_ss_8_alcohol_max_p', 'baseline_year_1_arm_1')",,Medical History
"('devhx_ss_8_alcohol_avg_p', 'baseline_year_1_arm_1')",,Medical History
"('devhx_ss_8_alcohol_effects_p', 'baseline_year_1_arm_1')",,Medical History
"('devhx_ss_8_marijuana_amt_p', 'baseline_year_1_arm_1')",,Medical History
"('devhx_ss_9_cigs_per_day_p', 'baseline_year_1_arm_1')",,Medical History
"('devhx_ss_9_alcohol_max_p', 'baseline_year_1_arm_1')",,Medical History
"('devhx_ss_9_alcohol_effects_p', 'baseline_year_1_arm_1')",,Medical History
"('devhx_ss_9_marijuana_amt_p', 'baseline_year_1_arm_1')",,Medical History
"('stq_y_ss_weekday', '1_year_follow_up_y_arm_1')",,Medical History
"('stq_y_ss_weekday', 'baseline_year_1_arm_1')",,Medical History
"('stq_y_ss_weekend', '1_year_follow_up_y_arm_1')",,Medical History
"('stq_y_ss_weekend', 'baseline_year_1_arm_1')",,Medical History
"('famhx_1b_p', 'baseline_year_1_arm_1')",,Medical History
"('famhx_2a_p', 'baseline_year_1_arm_1')",,Medical History
"('famhx_2b_p', 'baseline_year_1_arm_1')",,Medical History
"('fhx_3a_p', 'baseline_year_1_arm_1')",,Medical History
"('fhx_3b_p', 'baseline_year_1_arm_1')",,Medical History
"('fhx_3ha_p', 'baseline_year_1_arm_1')",,Medical History
"('fhx_3hb_p', 'baseline_year_1_arm_1')",,Medical History
"('demo_brthdat_v2', 'baseline_year_1_arm_1')",,Demographics
"('demo_prnt_age_v2', 'baseline_year_1_arm_1')",,Demographics
"('demo_prnt_years_us_v2', 'baseline_year_1_arm_1')",,Demographics
"('demo_roster_v2', 'baseline_year_1_arm_1')",,Demographics
"('strp_scr_val_acc_prac1', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_val_prac1runs', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_val_prac2runs', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_acc_all', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_acc_morecongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_acc_morecongrcongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_acc_morecongrincongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_acc_equal', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_acc_equalcongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_acc_equalincongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_acc_congr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_acc_incongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_mnrt_all', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_mnrt_morecongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_mnrt_morecongrcongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_mnrt_morecongrincongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_mnrt_eq', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_mnrt_eqcongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_mnrt_eqincongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_mnrt_congr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_mnrt_incongr', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_conhapfequal_acc', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_conangfequal_acc', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_inchapfequal_acc', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_incangfequal_acc', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_conhapf75con_acc', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_conangf75con_acc', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_inchapf75con_acc', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_incangf75con_acc', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_conhapfequal_rt', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_conangfequal_rt', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_inchapfequal_rt', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_incangfequal_rt', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_conhapf75con_rt', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_conangf75con_rt', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_inchapf75con_rt', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('strp_scr_incangf75con_rt', '1_year_follow_up_y_arm_1')",,Neuropsychological Tests
"('reshist_addr1_d1a', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_walkindex', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_grndtot', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_p1tot', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_p1vlnt', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_drugtot', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_drgsale', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_mjsale', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_drgposs', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_dui', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_edu_l', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_edu_h', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_work_c', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_income', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_in_dis', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_home_v', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_rent', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_mortg', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_home_o', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_crowd', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_unemp', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_pov', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_b138', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_sp', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_ncar', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_ntel', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_nplumb', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_wsum', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_adi_perc', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_popdensity', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_no2', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_pm25', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_proxrd', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_percentile', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_move_in_year', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_move_out_year', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_pm252016aa', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_leadrisk_poverty', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_leadrisk_housing', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_leadrisk', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_state_sexism_factor', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_state_racism_factor', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_state_so_factor', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_state_immigrant_factor', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_o3_2016_annavg', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_traffic_count', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_no2_2016_aavg', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_z_coi_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_c5_ed_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_c5_he_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_c5_se_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_c5_coi_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_r_ed_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_r_he_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_r_se_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_r_coi_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_c5_ed_stt', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_c5_he_stt', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_c5_se_stt', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_c5_coi_stt', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_r_ed_stt', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_r_he_stt', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_r_se_stt', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_r_coi_stt', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_o3_2016_max', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_apenr', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_attain', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_college', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_ecenrol', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_hsgrad', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_math', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_reading', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_schpov', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_teachxp', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_prxece', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_ed_prxhqece', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_food', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_green', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_heat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_hlthins', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_ozone', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_pm25', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_vacancy', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_walk', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_suprfnd', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_he_rsei', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_se_povrate', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_se_public', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_se_home', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_se_occ', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_pm25_2016_max', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_se_mhe', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_se_emprat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_se_jobprox', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_se_single', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_apenr', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_attain', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_college', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_ecenrol', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_hsgrad', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_math', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_reading', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_schpov', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_teachxp', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_prxece', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zed_prxhqece', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_food', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_green', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_heat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_hlthins', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_ozone', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_pm25', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_vacancy', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_walk', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_suprfnd', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zhe_rsei', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zse_povrate', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zse_public', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zse_home', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zse_occ', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zse_mhe', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_no2_2016_max', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zse_emprat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zse_jobprox', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zse_single', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_zse_ecres', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_pm25_2016daysepa', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_tot_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_pov_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_emp_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_cap_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_o3_2016_min', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_hs_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_65_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_17_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_dis_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_sin_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_min_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_eng_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_hous20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_mob_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_crwd20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_veh_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_grp_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_th1_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_th2_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_th3_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_svi_th4_20142018', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_pm25_2016_min', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_opat_kfrpp_p1', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_opat_kfrpp_p25', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_opat_kfrpp_p50', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_opat_kfrpp_p75', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_opat_kfrpp_p100', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_opat_kfrpp_avg', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_no2_2016_min', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_opat_kfrpp_n', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_opat_kfrppavg_se', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_z_ed_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_z_he_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('reshist_addr1_coi_z_se_nat', 'baseline_year_1_arm_1')",,Socioeconomic
"('tlfb_age_calc_inmonths', 'baseline_year_1_arm_1')",,Substance Use
"('su_isip_1b_2_calc', 'baseline_year_1_arm_1')",,Substance Use
"('caff_intake_1', 'baseline_year_1_arm_1')",,Substance Use
"('caff_intake_3', 'baseline_year_1_arm_1')",,Substance Use
"('caff_intake_4', 'baseline_year_1_arm_1')",,Substance Use
"('caff_intake_6', 'baseline_year_1_arm_1')",,Substance Use
"('caff_intake_9', 'baseline_year_1_arm_1')",,Substance Use
"('caff_max', 'baseline_year_1_arm_1')",,Substance Use
"('su_caff_intake_1_calc', 'baseline_year_1_arm_1')",,Substance Use
"('su_caff_intake_3_calc', 'baseline_year_1_arm_1')",,Substance Use
"('su_caff_intake_4_calc', 'baseline_year_1_arm_1')",,Substance Use
"('su_caff_intake_6_calc', 'baseline_year_1_arm_1')",,Substance Use
"('su_caff_intake_9_calc', 'baseline_year_1_arm_1')",,Substance Use
"('su_caff_max_calc', 'baseline_year_1_arm_1')",,Substance Use
"('medhx_ss_6a_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6b_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6c_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6d_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6e_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6f_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6h_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6i_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6k_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6l_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6m_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_6t_times_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('medhx_ss_9b_p_l', '1_year_follow_up_y_arm_1')",,Medical History
"('pmq_y_ss_mean', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('pmq_y_ss_mean', 'baseline_year_1_arm_1')",,Social Adjustment
"('fes_y_ss_fc_pr', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('fes_y_ss_fc_pr', 'baseline_year_1_arm_1')",,Social Adjustment
"('psb_y_ss_mean', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('psb_y_ss_mean', 'baseline_year_1_arm_1')",,Social Adjustment
"('crpbi_y_ss_parent', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('crpbi_y_ss_parent', 'baseline_year_1_arm_1')",,Social Adjustment
"('crpbi_y_ss_caregiver', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('crpbi_y_ss_caregiver', 'baseline_year_1_arm_1')",,Social Adjustment
"('dim_y_ss_mean', '1_year_follow_up_y_arm_1')",,Social Adjustment
"('medhx_ss_6i_times_p', 'baseline_year_1_arm_1')",,Medical History
"('medhx_ss_6k_times_p', 'baseline_year_1_arm_1')",,Medical History
"('medhx_ss_9b_p', 'baseline_year_1_arm_1')",,Medical History
"('tfmri_nb_all_beh_ctotal_rate', 'baseline_year_1_arm_1')",,Neuropsychological Tests
"('tfmri_nb_all_beh_ctotal_mrt', 'baseline_year_1_arm_1')",,Neuropsychological Tests
