,Latent_Dim42,category,description
"('bpm_y_ss_external_mean', '6_month_follow_up_arm_1')_0.5714285714285714",-0.10765965159933381,Behavior,Mean Score: Mean(bpm_2_y plus bpm_6_y plus bpm_7_y plus bpm_8_y plus bpm_15_y plus bpm_16_y plus bpm_17_y); Validation: All items must be answered
"('sai_ss_base_tspent_p_l', '1_year_follow_up_y_arm_1')_0.0",-0.10765763430757991,Extracurricular,"Baseball, Softball
About how many minutes per session?"
"('fes_p_ss_fc', 'baseline_year_1_arm_1')_6.0",-0.10758097334164672,Social Adjustment,Conflict subscale from the Family Environment Scale Sum of Parent Report (RAW Score): fam_enviro1_p + fam_enviro2r_p + fam_enviro3_p + fam_enviro4r_p + fam_enviro5_p + fam_enviro6_p + fam_enviro7r_p + fam_enviro8_p + fam_enviro9r_p; Validation: Minimum of five items answered
"('sai_ss_base_perwk_p_l', '1_year_follow_up_y_arm_1')_2.0",0.10750165182709685,Extracurricular,"Baseball, Softball
About how many days per week?"
"('sai_ss_base_nmonth_p_l', '1_year_follow_up_y_arm_1')_0.0",-0.1074723633566438,Extracurricular,"Baseball, Softball. Since we last saw you, about how many months per year did your child participate?"
"('asr_scr_thought_t', 'baseline_year_1_arm_1')_65.0",0.10745507283156258,Deep Phenotyping Assessments,Thought Problems ASR Syndrome Scale (t-score)
"('fes_y_ss_fc', 'baseline_year_1_arm_1')_5.0",-0.10718347138924374,Social Adjustment,Conflict Subscale from the Family Environment Scale Sum of Youth Report (RAW Score): fes_youth_q1 + fes_youth_q2 + fes_youth_q3 + fes_youth_q4 + fes_youth_q5 + fes_youth_q6 + fes_youth_q7 + fes_youth_q8 + fes_youth_q9; Validation: Minimum of five items answered
"('sai_ss_basket_tspent_p', 'baseline_year_1_arm_1')_6.0",0.10710537442257927,Extracurricular,Basketball
"('tfmri_nb_all_beh_c0bpt_stdrt', 'baseline_year_1_arm_1')",-0.107041763542271,Neuropsychological Tests,Standard deviation of the reaction time for all correct responses to 0 back with place target stimuli during run 1 and run 2
"('cbcl_q107_p', 'baseline_year_1_arm_1')_1.0",-0.10672078903518693,Behavior,Wets self during the day Se orina en la ropa durante el día
"('bpm_y_scr_attention_r', '6_month_follow_up_arm_1')_7.0",-0.10658007999290718,Behavior,Raw Score: bpm_1_y plus bpm_3_y plus bpm_4_y plus bpm_5_y plus bpm_10_y plus bpm_14_y; Validation: All items must be answered
"('ksads_4_241_p', 'baseline_year_1_arm_1')_0.0",0.10650802319835655,Diagnostic (KSADS),Symptom - Hallucinations associated with possible affective Illness Present
"('ksads_4_241_p', 'baseline_year_1_arm_1')_1.0",-0.10650802319835652,Diagnostic (KSADS),Symptom - Hallucinations associated with possible affective Illness Present
"('cbcl_q63_p', 'baseline_year_1_arm_1')_2.0",-0.10650714745715731,Behavior,Prefers being with older kids Prefiere estar con niños(as) mayores que él/ella
"('medhx_ss_6g_times_p', 'baseline_year_1_arm_1')_1.0",-0.10647775968501642,Medical History,Burns
"('bpm_y_ss_attention_mean', '6_month_follow_up_arm_1')_1.1666666666666667",-0.10635291145771267,Behavior,Mean Score: Mean(bpm_1_y plus bpm_3_y plus bpm_4_y plus bpm_5_y plus bpm_10_y plus bpm_14_y); Validation: All items must be answered
"('demo_relig_v2_l', '1_year_follow_up_y_arm_1')_6.0",-0.10631715543281259,Demographics,What is the child's religious preference? ¿Cuál es la preferencia religiosa del nino / de la nin-a?
"('scrn_twin_reg___2', 'screener_arm_1')_1.0",0.10610499690744778,Deep Phenotyping Assessments,"ABCD Intro Script (optional) ( 0, Non-Twin Registry Script)"
"('scrn_twin_reg___2', 'screener_arm_1')_0.0",-0.10610499690744771,Deep Phenotyping Assessments,"ABCD Intro Script (optional) ( 0, Non-Twin Registry Script)"
"('bpm_y_scr_totalprob_r', '6_month_follow_up_arm_1')_13.0",-0.10599573140328872,Behavior,Raw Score: bpm_1_y plus bpm_2_y plus bpm_3_y plus bpm_4_y plus bpm_5_y plus bpm_6_y plus bpm_7_y plus bpm_8_y plus bpm_9_y plus bpm_10_y plus bpm_11_y plus bpm_12_y plus bpm_13_y plus bpm_14_y plus bpm_15_y plus bpm_16_y plus bpm_17_y plus bpm_18_y plus bpm_19_y; Validation: All items must be answered
"('tfmri_nb_r1_beh_c0bngfl_stdrt', 'baseline_year_1_arm_1')",-0.10584985203691633,Neuropsychological Tests,Standard deviation of the reaction time for all correct responses to 0 back with negative face lure stimuli during run 1
"('sleepdisturb24_p', '1_year_follow_up_y_arm_1')_3.0",-0.1054176499832647,Sleep,The child feels unable to move when waking up in the morning. El niño / la niña siente que no puede moverse cuando se despierta en la mañana.
"('sleepdisturb13_p', 'baseline_year_1_arm_1')_1.0",0.10493262058816116,Sleep,The child has difficulty in breathing during the night. El niño / la niña tiene dificultad respirando durante la noche.
"('sleepdisturb23_p', '1_year_follow_up_y_arm_1')_4.0",-0.10466896421222789,Sleep,The child awakes in the morning feeling tired. El niño / la niña se despierta en la mañana sintiéndose cansado(a).
"('cbcl_q60_p', 'baseline_year_1_arm_1')_0.0",0.10416511332070845,Behavior,Plays with own sex parts too much Se toca/juega demasiado con sus partes sexuales
"('pea_ravlt_sd_trial_iv_tr', 'baseline_year_1_arm_1')",-0.10399886450611029,Cognitive Capacity,RAVLT Short Delay Trial IV Total Repetitions
"('mex_american19_p', 'baseline_year_1_arm_1')_3.0",0.10342112715024514,Social Adjustment,"Tell me how much you believe that . . .When there are problems in life, a person can only count on him or herself. / Cuando hay problemas en la vida, uno sólo puede contar con sí mismo."
"('ascq_section_q03', '1_year_follow_up_y_arm_1')_0.0",-0.10296230548497497,Substance Use,The look and feel of a cigarette in the mouth is good.
"('cbcl_q56h_p', 'baseline_year_1_arm_1')_1.0",-0.10249349459401716,Behavior,Other (physical problems without known physical cause) Otros (problemas físicos sin causa médica conocida)
"('lmt_scr_tout_num_stimtype3', 'baseline_year_1_arm_1')_0.0",0.1021752377003751,Neuropsychological Tests,Count Number Timed Out Per Stimulus Type (Backward Up Left)
"('asr_q121_p', 'baseline_year_1_arm_1')_1.0",-0.10214924927550426,Deep Phenotyping Assessments,I tend to be late for appointments Usualmente llego tarde a mis compromisos
"('ple_away_y', '1_year_follow_up_y_arm_1')_1.0",-0.10187542594905914,Life Events,One parent was away from home more often?
"('ple_away_y', '1_year_follow_up_y_arm_1')_0.0",0.10187542594905914,Life Events,One parent was away from home more often?
"('demo_prnt_income_v2_l', '1_year_follow_up_y_arm_1')_1.0",-0.10143466649105166,Demographics,"How much did you earn, before taxes and other deductions, during the past 12 months? ¿Cuál fue su ingreso, antes de impuestos y otras deducciones, en los altimos 12 meses?"
"('asr_q107_p', 'baseline_year_1_arm_1')_2.0",-0.10103758767587227,Deep Phenotyping Assessments,I feel that I can't succeed Siento que no puedo alcanzar el éxito
"('pea_ravlt_sd_trial_iii_tr', 'baseline_year_1_arm_1')",-0.09970991246584102,Cognitive Capacity,RAVLT Short Delay Trial III Total Repetitions
"('q5j_mat_aunt2_drugs___0', 'baseline_year_1_arm_1')_0.0",0.09907984467546113,Medical History,maternal aunt TÃ­a materna (2) (No Problems Sin Problemas)
"('q5j_mat_aunt2_drugs___0', 'baseline_year_1_arm_1')_1.0",-0.09907984467546113,Medical History,maternal aunt TÃ­a materna (2) (No Problems Sin Problemas)
"('ple_mh_y', '1_year_follow_up_y_arm_1')_0.0",0.09902719455740767,Life Events,Family member had mental/emotional problem?
"('ple_mh_y', '1_year_follow_up_y_arm_1')_1.0",-0.09902719455740767,Life Events,Family member had mental/emotional problem?
"('bpm_y_scr_attention_t', '6_month_follow_up_arm_1')_67.0",-0.09824933175039025,Behavior,T-Score
"('ascq_section_q04', '1_year_follow_up_y_arm_1')_1.0",0.09814829859679235,Substance Use,Parties are more enjoyable when a person is smoking.
"('asr_q89_p', 'baseline_year_1_arm_1')_2.0",-0.09805483690089473,Deep Phenotyping Assessments,I rush into things without considering the risks Me meto en situaciones sin pensar en los riesgos
"('ksads_4_230_p', 'baseline_year_1_arm_1')_0.0",0.09767161003108095,Diagnostic (KSADS),Symptom - Auditory Hallucinations Present ξ
"('ksads_4_230_p', 'baseline_year_1_arm_1')_1.0",-0.09767161003108094,Diagnostic (KSADS),Symptom - Auditory Hallucinations Present ξ
"('cbcl_q58_p', '1_year_follow_up_y_arm_1')_2.0",-0.0973484799201399,Behavior,"Picks nose, skin, or other parts of body Mete el dedo en la nariz, se araña la piel u otras partes del cuerpo"
"('asr_q121_p', 'baseline_year_1_arm_1')_2.0",-0.09729199740938714,Deep Phenotyping Assessments,I tend to be late for appointments Usualmente llego tarde a mis compromisos
"('asr_scr_depress_t', 'baseline_year_1_arm_1')_65.0",-0.09703237178799322,Deep Phenotyping Assessments,Depressive Problems ASR DSM-5-Oriented Scale (t-score)
"('asr_scr_anxdisord_t', 'baseline_year_1_arm_1')_73.0",-0.09659255908862993,Deep Phenotyping Assessments,Anxiety Problems ASR DSM-5-Oriented Scale (t-score)
"('lmt_scr_tout_num_stimtype3', 'baseline_year_1_arm_1')_1.0",-0.09658045544237637,Neuropsychological Tests,Count Number Timed Out Per Stimulus Type (Backward Up Left)
"('sai_ss_m_arts_perwk_p_l', '1_year_follow_up_y_arm_1')_3.0",0.09622951312320698,Extracurricular,"Martial Arts
About how many days per week?"
"('asr_q56h_p', 'baseline_year_1_arm_1')_2.0",-0.095817300366623,Deep Phenotyping Assessments,Heart Pounding or racing Palpitaciones aceleradas
"('cbcl_q24_p', '1_year_follow_up_y_arm_1')_2.0",-0.09553418175265503,Behavior,Doesn't eat well No come bien
"('bpm_19_y', '6_month_follow_up_arm_1')_1.0",-0.09538837607331632,Behavior,I worry a lot
"('devhx_ss_12_p', 'baseline_year_1_arm_1')_0.0",-0.09495778575965894,Medical History,About how many weeks  premature was the child when they were born?
"('sleepdisturb2_p', '1_year_follow_up_y_arm_1')_5.0",-0.0947302440014197,Sleep,How long after going to bed does your child usually fall asleep? Después de acostarse ¿generalmente cuánto tiempo tarda su niño(a) en quedarse dormido(a)?
"('cbcl_q56e_p', '1_year_follow_up_y_arm_1')_1.0",-0.09434587162125231,Behavior,Rashes or other skin problems Salpullido o irritación en la piel
"('asr_scr_attention_t', 'baseline_year_1_arm_1')_57.0",-0.09396130549334693,Deep Phenotyping Assessments,Attention Problems ASR Syndrome Scale (t-score)
"('sai_ss_base_tspent_p_l', '1_year_follow_up_y_arm_1')_5.0",0.09383941723760084,Extracurricular,"Baseball, Softball
About how many minutes per session?"
"('ksads_13_476_p', '1_year_follow_up_y_arm_1')_0.0",0.09299313737189048,Diagnostic (KSADS),Symptom - Self-worth tied to weight Past
"('ksads_13_476_p', '1_year_follow_up_y_arm_1')_1.0",-0.09299313737189045,Diagnostic (KSADS),Symptom - Self-worth tied to weight Past
"('cbcl_q56b_p', 'baseline_year_1_arm_1')_2.0",-0.09243250780449536,Behavior,Headaches Dolores de cabeza
"('sleepdisturb18_p', '1_year_follow_up_y_arm_1')_3.0",-0.09220022466210964,Sleep,You have observed the child talking in their sleep.
"('cbcl_q56d_p', '1_year_follow_up_y_arm_1')_0.0",0.09115344558228405,Behavior,Problems with eyes (not if corrected by glasses)  Problemas con los ojos (no incluya si se corrigió con gafas/lentes/espejuelos)
"('asr_scr_somatic_t', 'baseline_year_1_arm_1')_63.0",-0.0905051268015122,Deep Phenotyping Assessments,Somatic Complaints ASR Syndrome Scale (t-score)
"('cbcl_q56a_p', '1_year_follow_up_y_arm_1')_2.0",-0.09033842421277201,Behavior,Aches or pains (not stomach or headaches) Dolores o molestias (sin que sean del estómago o dolores de cabeza)
"('medhx_6g', 'baseline_year_1_arm_1')_1.0",-0.09008645878245099,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Burns /Quemaduras"
"('medhx_6g', 'baseline_year_1_arm_1')_0.0",0.09008645878245099,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Burns /Quemaduras"
"('medhx_ss_6g_times_p', 'baseline_year_1_arm_1')_0.0",0.09008645878245099,Medical History,Burns
"('demo_prnt_empl_v2_l', '1_year_follow_up_y_arm_1')_6.0",-0.08974096099337946,Demographics,"Are you working now, looking for work, retired, stay at home parent, a student, or something else? ¿Trabaja actualmente, está buscando trabajo, está retirado, se dedica al hogar, estudia o realiza alguna otra actividad?"
"('ksads_8_29_t', 'baseline_year_1_arm_1')_1.0",-0.0888601521779938,Diagnostic (KSADS),Symptom - Fear of Social Situations Present
"('ksads_8_29_t', 'baseline_year_1_arm_1')_0.0",0.08886015217799378,Diagnostic (KSADS),Symptom - Fear of Social Situations Present
"('sai_ss_m_arts_tspent_p', 'baseline_year_1_arm_1')_5.0",0.08862221896614353,Extracurricular,Martial Arts
"('ascq_section_q01', '1_year_follow_up_y_arm_1')_0.0",-0.08839345725567281,Substance Use,Cigarettes help with concentration.
"('mex_american15_p', 'baseline_year_1_arm_1')_3.0",0.08683154885960268,Social Adjustment,"Tell me how much you believe that . . .If everything is taken away, one still has their faith in God. / Si a uno le quitan todo, todavía le queda la fe en Dios."
"('ksads_5_264_p', 'baseline_year_1_arm_1')_0.0",0.08680165111609303,Diagnostic (KSADS),Symptom - Persistent worry about additional attacks or their consequences Past
"('ksads_5_264_p', 'baseline_year_1_arm_1')_1.0",-0.08680165111609298,Diagnostic (KSADS),Symptom - Persistent worry about additional attacks or their consequences Past
"('bpm_y_ss_external_mean', '1_year_follow_up_y_arm_1')_0.8571428571428571",-0.08678800483358275,Behavior,Mean Score: Mean(bpm_2_y plus bpm_6_y plus bpm_7_y plus bpm_8_y plus bpm_15_y plus bpm_16_y plus bpm_17_y); Validation: All items must be answered
"('sai_ss_basket_nmonth_p_l', '1_year_follow_up_y_arm_1')_3.0",0.0866619397382447,Extracurricular,"Basketball. Since we last saw you, about how many months per year did your child participate?"
"('bpm_y_scr_external_r', '1_year_follow_up_y_arm_1')_6.0",-0.08637086991099156,Behavior,Raw Score: bpm_2_y plus bpm_6_y plus bpm_7_y plus bpm_8_y plus bpm_15_y plus bpm_16_y plus bpm_17_y; Validation: All items must be answered
"('nihtbx_picture_agecorrected', 'baseline_year_1_arm_1')_130.0",-0.0863546332189971,Cognitive Capacity,NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.0 Age-Corrected Standard Score
"('sleepdisturb21_p', 'baseline_year_1_arm_1')_3.0",-0.0860805433444717,Sleep,The child has nightmares which they don't remember the next day.
"('sai_ss_base_nyr_p', 'baseline_year_1_arm_1')_3.0",0.08491809055952652,Extracurricular,"Baseball, Softball: For how many years did your child participate in this activity?"
"('aeq_section_q01', '1_year_follow_up_y_arm_1')_3.0",-0.08480762186550464,Substance Use,"Alcohol helps a person relax, feel happy, feel less tense, and can keep a person's mind off of mistakes at school or work."
"('medhx_6b_l', '1_year_follow_up_y_arm_1')_0.0",0.08422354776625385,Medical History,"Since we last saw you, has she/he been to a doctor for any of these things? Sprains Esguinces"
"('medhx_6b_l', '1_year_follow_up_y_arm_1')_1.0",-0.08422354776625385,Medical History,"Since we last saw you, has she/he been to a doctor for any of these things? Sprains Esguinces"
"('sai_ss_read_hours_2_p_l', '1_year_follow_up_y_arm_1')_7.0",0.08360534330838786,Extracurricular,Reading    About how many hours per week does your child spend reading for pleasure?
"('screen12_wknd_y', '1_year_follow_up_y_arm_1')_1.0",-0.08345959069186032,Deep Phenotyping Assessments,"On a typical weekend day, how many hours do you: Video chat (Skype, Facetime, etc.)?"
"('nihtbx_picture_rawscore', 'baseline_year_1_arm_1')_21.0",-0.08342957109280799,Cognitive Capacity,NIH Toolbox Picture Sequence Memory Test Age 8+ Form A v2.0 RawScore
"('sleepdisturb26_p', '1_year_follow_up_y_arm_1')_2.0",-0.08337847693967254,Sleep,The child falls asleep suddenly in inappropriate situations. El niño / la niña se queda dormido(a) de repente en situaciones inapropiadas.
"('asr_scr_aggressive_t', 'baseline_year_1_arm_1')_65.0",-0.08333648911633124,Deep Phenotyping Assessments,Aggressive Behavior ASR Syndrome Scale (t-score)
"('famhx_ss_patgm_prob_scd_p', 'baseline_year_1_arm_1')_0.0",-0.08329330811608224,Medical History,paternal grandmother attempted or committed suicide
"('famhx_ss_patgm_prob_scd_p', 'baseline_year_1_arm_1')_1.0",0.08329330811608221,Medical History,paternal grandmother attempted or committed suicide
"('bpm_y_scr_totalprob_t', '1_year_follow_up_y_arm_1')_63.0",-0.08294063135417395,Behavior,T-Score
